image_path,final_caption
../data/chatheads/48.png,"Agility Boss: Werewolf, male, a goatee, a mask, found in Werewolf Agility Course , near Canifis"
../data/chatheads/49.png,"Agility Instructor: Penguin, male, a goatee, a helmet, found in Iceberg"
../data/chatheads/50.png,"Agility Trainer: Werewolf, male, a goatee, a mask, found in Werewolf Agility Course , near Canifis"
../data/chatheads/52.png,"Agmundi: Dwarf, female, found in Keldagrim"
../data/chatheads/53.png,"Agnar: Human, male, a beard, a helmet, glasses, found in Rellekka"
../data/chatheads/54.png,"Ahab: Human, male, glasses, found in Rusty Anchor Inn"
../data/chatheads/56.png,"Aisles: Human, female, glasses, found in Tai Bwo Wannai"
../data/chatheads/57.png,"Aivas: Human, male, a beard, a helmet, glasses"
../data/chatheads/58.png,"Ajjat: Human, male, a beard, glasses, found in Warriors' Guild"
../data/chatheads/59.png,"Ak-Haranu: Human, male, a beard, a helmet, glasses, a cape, found in Port Phasmatys"
../data/chatheads/62.png,"Akrisae: Human, glasses, found in White Knights' Castle"
../data/chatheads/63.png,"Akthanakos: Mahjarrat, male, a goatee, a mask, glasses, found in Enakhra's Temple"
../data/chatheads/64.png,"Al Kharid Camel: Camel, a goatee, red hair, a helmet, glasses"
../data/chatheads/65.png,"Al Shabim: Human, male, a beard, a helmet, glasses, found in Bedabin Camp"
../data/chatheads/66.png,"Al the Camel: Camel, male, a beard, brown hair, a helmet, glasses, found in Al Kharid"
../data/chatheads/67.png,"Alain: Human, male, a beard, found in Taverley"
../data/chatheads/68.png,"Alan: Human, male, found in Blue Moon Inn"
../data/chatheads/69.png,"Alan: Human, male, a goatee, brown hair, found in Farming Guild"
../data/chatheads/70.png,"Alan: Human, male, a beard, found in Tal Teok"
../data/chatheads/71.png,"Alaxxi: Human, glasses, found in Aldarin"
../data/chatheads/72.png,"Alba: Human, female, glasses, found in Ortus Farm"
../data/chatheads/74.png,"Alchemy Guardian: Golem, a hat, glasses, found in Mage Training Arena"
../data/chatheads/75.png,"Alec Kincade: Human, male, a beard, glasses, found in Myths' Guild"
../data/chatheads/76.png,"Aleck: Human, male, a beard, brown hair, glasses, found in Yanille"
../data/chatheads/77.png,"Alek Constantine: Vampyre, male, found in West Darkmeyer"
../data/chatheads/78.png,"Alexander: Human, male, a hat, found in Port Piscarilius"
../data/chatheads/79.png,"Alexandra: Human, female, a hat, glasses, found in Farming Guild"
../data/chatheads/80.png,"Alfonse the waiter: Human, male, a mustache, found in Brimhaven"
../data/chatheads/81.png,"Ali Morrisane: Human, male, a beard, found in Al Kharid"
../data/chatheads/82.png,"Ali the Barman: Human, male, a beard, found in Pollnivneach"
../data/chatheads/83.png,"Ali the Camel: Camel, a goatee, red hair, a crown, glasses, found in Pollnivneach"
../data/chatheads/84.png,"Ali the Camel Man: Human, male, a beard, a hood, glasses, found in Pollnivneach"
../data/chatheads/85.png,"Ali the Carter: Human, male, a beard, found in Nardah"
../data/chatheads/86.png,"Ali the dyer: Human, female, brown hair, a helmet, glasses, found in Pollnivneach"
../data/chatheads/87.png,"Ali the Farmer: Human, male, a beard, a hat, found in Al Kharid"
../data/chatheads/88.png,"Ali the Guard: Human, male, a beard, glasses, found in Al Kharid"
../data/chatheads/89.png,"Ali the Hag: Human, female, a beard, a hood, glasses, a cape, found in Pollnivneach"
../data/chatheads/90.png,"Ali the Kebab seller: Human, male, a beard, a helmet, glasses, found in Pollnivneach"
../data/chatheads/91.png,"Ali the Leaflet Dropper: Human, male, glasses, found in North of the Al Kharid mine"
../data/chatheads/92.png,"Ali the Mayor: Human, male, a beard, glasses, found in Pollnivneach"
../data/chatheads/93.png,"Ali the Operator: Human, male, a helmet, glasses, found in Pollnivneach"
../data/chatheads/94.png,"Ali the Sandsweeper: Human, male, a beard"
../data/chatheads/95.png,"Ali the Smith: Human, male, a beard, found in Al Kharid"
../data/chatheads/96.png,"Ali the Snake Charmer: Human, male, a beard, found in Pollnivneach"
../data/chatheads/97.png,"Ali the Tailor: Human, male, a goatee, a helmet, glasses, found in Al Kharid"
../data/chatheads/98.png,"Ali the Tea Seller: Human, male, a goatee, red hair, found in Uzer Oasis"
../data/chatheads/99.png,"Alice: Human, female, blonde hair, glasses, found in Farm west of Port Phasmatys"
../data/chatheads/100.png,"Alice the Camel: Camel, female, a mustache, a mask, glasses, found in Al Kharid , near Ellis ' tannery"
../data/chatheads/101.png,"Alina: Human, female, found in Varrock Square"
../data/chatheads/102.png,"Allanna: Human, female, found in Farming Guild"
../data/chatheads/103.png,"Almera: Human, female, glasses, found in Baxtorian Falls"
../data/chatheads/106.png,"Alrena: Human, female, brown hair, glasses, found in East Ardougne"
../data/chatheads/107.png,"Alry the Angler: Human, male, a beard, a hat, found in Lake Molch"
../data/chatheads/108.png,"Altarkiz: Human, male, a beard, a hat, glasses, found in Feldip Hills"
../data/chatheads/109.png,"Aluft Gianne: Gnome, male, glasses, found in Grand Tree , 1 st floor [ UK ] 2 nd floor [ US ]"
../data/chatheads/110.png,"Aluft Gianne snr.: Gnome, male, found in Grand Tree , 1 st floor [ UK ] 2 nd floor [ US ]"
../data/chatheads/112.png,"Alviss: Dwarf, male, a beard, glasses, found in Miscellania and Etceteria Dungeon"
../data/chatheads/113.png,"Alwyn: Elf, male, found in Prifddinas"
../data/chatheads/114.png,"Alyssa: Human, female, glasses, found in Kourend Castle"
../data/chatheads/115.png,"Amascut: Feline, female, red hair, glasses, found in Jaltevas Pyramid"
../data/chatheads/116.png,"Ambassador Alvijar: Dwarf, male, a beard, a helmet, glasses, found in North-east Dorgesh-Kaan , 1 st floor [ UK ] 2 nd floor [ US ]"
../data/chatheads/117.png,"Ambassador Ferrnook: Gnome, male, glasses, found in Varrock Palace 1 st floor [ UK ] 2 nd floor [ US ]"
../data/chatheads/118.png,"Ambassador Gimblewap: Gnome, male, glasses, found in Ardougne Castle 1 st floor [ UK ] 2 nd floor [ US ]"
../data/chatheads/119.png,"Ambassador Spanfipple: Gnome, male, glasses, found in White Knights' Castle 1 st floor [ UK ] 2 nd floor [ US ]"
../data/chatheads/120.png,"Amelia: Human, female, found in Shayzien"
../data/chatheads/121.png,"Amelia: Human, female, red hair, glasses, found in Farming Guild"
../data/chatheads/122.png,"Amergin: Human, male, a beard, brown hair, a helmet, glasses, a cape, found in East of the Chaos Druid Tower"
../data/chatheads/123.png,"Ameyalli: Human, female, unnatural hair, a hood, found in Kastori"
../data/chatheads/124.png,"Amma: Tortugan, a hat, glasses, found in The Summer Shore"
../data/chatheads/127.png,"Amos: Human, male, brown hair, found in Port Roberts"
../data/chatheads/128.png,"Amrod: Elf, male, a beard, found in Prifddinas"
../data/chatheads/129.png,"Amy: Human, female, brown hair, a helmet, glasses, found in Falador"
../data/chatheads/130.png,"Ana: Human, female, glasses, found in Desert Mining Camp"
../data/chatheads/131.png,"Ana: Human, female, glasses, found in ? (edit)"
../data/chatheads/132.png,"Anaire: Elf, female, found in Prifddinas"
../data/chatheads/134.png,"Ancient Ghost: Aviansie, a crown, glasses, found in Isle of Souls"
../data/chatheads/135.png,"Ancient monkey: Monkey, a helmet, glasses, found in Ape Atoll"
../data/chatheads/137.png,"Andiess Juip: Human, male, a beard, brown hair, found in Meiyerditch"
../data/chatheads/138.png,"Andras: Human, male, a beard, a mask, glasses, found in North of Port Phasmatys"
../data/chatheads/139.png,"Andrea: Human, female, found in Port Piscarilius"
../data/chatheads/140.png,"Andros Mai: Human, male, a helmet, glasses, found in Ferox Enclave"
../data/chatheads/141.png,"Aneirin: Elf, male, red hair, glasses, found in Prifddinas"
../data/chatheads/142.png,"Angel: Human, female, brown hair, glasses, found in Rimmington"
../data/chatheads/143.png,"Angelo: Human, male, a goatee, found in Hosidius"
../data/chatheads/145.png,"Anita: Gnome, female, a beard, a hood, found in Tree Gnome Stronghold"
../data/chatheads/146.png,"Anleif: Dwarf, female, found in Keldagrim Rat Pits"
../data/chatheads/147.png,"Anna: Human, female, red hair, glasses, found in Sinclair Mansion"
../data/chatheads/148.png,"Anna Jones: Human, female, brown hair, a hat, glasses, found in North-east of Varrock"
../data/chatheads/149.png,"Anne: Human, female, found in Port Sarim"
../data/chatheads/150.png,"Anne Isaakson: Human, female, glasses, found in Neitiznot"
../data/chatheads/151.png,"Annette: Merfolk, female, glasses, found in Underwater"
../data/chatheads/152.png,"Annie: Human, female, red hair, a crown, found in Blue Moon Inn"
../data/chatheads/154.png,"Anti-Santa: Undead, male, a beard, a mask, glasses, found in Outside Falador Party Room"
../data/chatheads/155.png,"Anton: Human, male, a beard, glasses, found in Warriors' Guild"
../data/chatheads/156.png,"Antonia: Human, female, found in Sunset Coast , Aldarin"
../data/chatheads/157.png,"Antonius: Human, male, a beard, brown hair, a helmet, glasses, found in Moonrise Brewery and Winery"
../data/chatheads/158.png,"Antos: Human, male, glasses, found in Auburnvale"
../data/chatheads/159.png,"Anwen: Elf, female, a goatee, a helmet, glasses, found in Prifddinas"
../data/chatheads/160.png,"Apmeken: Baboon, female, a goatee, a mask, glasses, found in Jaltevas Pyramid"
../data/chatheads/161.png,"Apothecary: Human, male, a beard, glasses, found in Varrock"
../data/chatheads/162.png,"Apprentice: Human, female, glasses, found in South-east corner of Al Kharid"
../data/chatheads/163.png,"Apprentice (medium): Human, male, a beard, unnatural hair, a hat, found in Paterdomus"
../data/chatheads/164.png,"Apprentice Cordelia: Human, female, unnatural hair, found in Wizards' Tower"
../data/chatheads/165.png,"Apprentice Felix: Human, male, a goatee, a hat, glasses, found in Wizards' Tower"
../data/chatheads/166.png,"Apprentice Tamara: Human, female, unnatural hair, a hat, glasses, found in Wizards' Tower"
../data/chatheads/167.png,"Apprentice workman: Human, male, brown hair, glasses, found in Falador"
../data/chatheads/168.png,"Arancini: Araxyte, a goatee, a hat, wings, found in Morytania Spider Cave"
../data/chatheads/169.png,"Aranwe: Elf, male, glasses, found in Prifddinas"
../data/chatheads/172.png,"arc_test_01: Human, a mustache, a hat, a cape"
../data/chatheads/173.png,"Archeio: Human, male, a mustache, a hat, found in Arceuus Library"
../data/chatheads/174.png,"Archer: Human, female, brown hair, glasses, found in Lumbridge Swamp"
../data/chatheads/177.png,"Archmage Sedridor: Human, male, a beard, brown hair, a hat, found in Wizards' Tower"
../data/chatheads/178.png,"Archpriest of the Unicorn: Ghost, a helmet, glasses, a cape, found in Hallowed Sepulchre"
../data/chatheads/179.png,"Arcis: Human, female, a goatee, unnatural hair, a hat, found in Arceuus"
../data/chatheads/180.png,"Arcuani: Human, male, glasses, found in Tal Teklan"
../data/chatheads/181.png,"Aredhel: Elf, female, red hair, found in Prifddinas"
../data/chatheads/182.png,"Arena Guard Beni: Human, female, found in Emir's Arena"
../data/chatheads/183.png,"Arena Guard Drakno: Human, female, brown hair, glasses, found in Emir's Arena"
../data/chatheads/184.png,"Arena Guard Fawry: Human, male, a beard, found in Emir's Arena"
../data/chatheads/185.png,"Arena Guard Fronk: Human, male, a beard, glasses, found in Emir's Arena"
../data/chatheads/186.png,"Arena Guard Joby: Human, male, a goatee, unnatural hair, a crown, glasses, found in Emir's Arena"
../data/chatheads/187.png,"Arena Guard Nikkolas: Human, male, red hair, glasses, found in Emir's Arena"
../data/chatheads/188.png,"Arena Guard Rachi: Human, female, glasses, found in Emir's Arena"
../data/chatheads/189.png,"Arena Guard Yon: Human, female, red hair, glasses, found in Emir's Arena"
../data/chatheads/190.png,"Aretha: Human, female, a goatee, unnatural hair, a hat, a cape, found in Soul Altar"
../data/chatheads/191.png,"Argenthorg: Gnome, male, glasses, found in Cutscene"
../data/chatheads/192.png,"Argo: Tortugan, a hat, glasses, found in Anglers' Retreat"
../data/chatheads/193.png,"Arhein: Human, male, found in Catherby"
../data/chatheads/194.png,"Arianwyn: Elf, male, brown hair, a hood, found in Lletya"
../data/chatheads/195.png,"Aris: Human, female, a beard, found in Varrock centre"
../data/chatheads/196.png,"Aristarchus: Human, male, a beard, a helmet, glasses, found in Southern Pollnivneach"
../data/chatheads/197.png,"Armod: Human, male, black hair, found in Miscellania and Etceteria Dungeon"
../data/chatheads/198.png,"Armour salesman: Human, male, unnatural hair, a hood, found in Ranging Guild"
../data/chatheads/200.png,"Armourer (tier 1): Dwarf, female, found in Lovakengj"
../data/chatheads/201.png,"Armourer (tier 2): Dwarf, male, a beard, found in Lovakengj"
../data/chatheads/202.png,"Armourer (tier 3): Dwarf, female, a beard, a helmet, glasses, found in Lovakengj"
../data/chatheads/203.png,"Armourer (tier 4): Dwarf, male, a beard, found in Lovakengj"
../data/chatheads/204.png,"Armourer (tier 5): Dwarf, female, a beard, glasses, found in Lovakengj"
../data/chatheads/205.png,"Army Commander: Penguin, male, a goatee, a hat, found in Penguin agility course"
../data/chatheads/206.png,"Arnkel: Human, male, a goatee, blonde hair, found in Sunset Coast"
../data/chatheads/207.png,"Arno: Human, male, a beard, glasses, found in Farming Guild"
../data/chatheads/208.png,"Arnold Lydspor: Human, male, a mustache, glasses, found in Piscatoris Fishing Colony"
../data/chatheads/209.png,"Arnor: Human, male, a beard, a helmet, glasses, found in Northern Etceteria"
../data/chatheads/210.png,"Arrav: Undead, a beard, a helmet, glasses, found in Zemouregal's Base"
../data/chatheads/211.png,"Arsen the Thief: Human, male, a beard, red hair, found in Corsair Cove"
../data/chatheads/213.png,"Art Critic Jacques: Human, male, a goatee, glasses, found in Varrock Museum"
../data/chatheads/214.png,"Arthur the Clue Hunter: Human, male, a goatee, found in Lumbridge"
../data/chatheads/215.png,"Artima: Human, female, glasses, found in Civitas illa Fortis"
../data/chatheads/216.png,"Artimeus: Human, male, a goatee, brown hair, a hood, glasses, found in Nardah"
../data/chatheads/217.png,"Artur Hosidius: Human, male, found in Crabclaw Caves (during quest), Hosidius"
../data/chatheads/218.png,"Arvel: Elf, female, a goatee, brown hair, glasses, found in Lletya"
../data/chatheads/219.png,"Arzinian Being of Bordanzan: Demon, a goatee, a helmet, glasses, found in Dondakan's mine"
../data/chatheads/220.png,"Asgarnia Smith: Human, male, a goatee, a hat, found in Bedabin Camp"
../data/chatheads/222.png,"Ashild: Human, female, found in Etceteria"
../data/chatheads/223.png,"Ashuelot Reis: Ghost, female, glasses, found in Ancient Prison"
../data/chatheads/224.png,"Askeladden: Human, male, a goatee, a helmet, glasses, found in Rellekka"
../data/chatheads/226.png,"Assassin: male, a beard, a hood, glasses, found in Entrana"
../data/chatheads/227.png,"Assassin: Human, male, a beard, a hood, glasses, found in Kourend Castle"
../data/chatheads/228.png,"Assistant: Dwarf, female, red hair, found in Keldagrim Library"
../data/chatheads/229.png,"Assistant Brock: Human, male, a mustache, glasses, found in Crafting Guild"
../data/chatheads/230.png,"Assistant Le Smith: Gnome, male, a beard, a hood, found in Tree Gnome Stronghold"
../data/chatheads/231.png,"Assistant Lori: Gnome, male, a beard, a hood, found in Grand Tree"
../data/chatheads/232.png,"Assistant Marrow: Human, male, a beard, brown hair, found in Castle Wars"
../data/chatheads/233.png,"Assistant Serf: Human, male, brown hair, found in Varrock"
../data/chatheads/234.png,"Assistant Stan: Human, male, a beard, glasses, found in Taverley"
../data/chatheads/235.png,"Asteros Arceuus: Human, male, a goatee, unnatural hair, a hood, a cape, found in Tower of Magic"
../data/chatheads/236.png,"Asyff: Human, male, a goatee, a helmet, glasses, found in Varrock"
../data/chatheads/237.png,"Atlas: Human, male, a goatee, a helmet, glasses, found in Barbarian Village"
../data/chatheads/238.png,"Attala: Dwarf, female, a beard, glasses, found in Cam Torum"
../data/chatheads/239.png,"Atza: Human, female, found in Outer Fortis"
../data/chatheads/240.png,"Aub: Human, female, unnatural hair, found in Nemus Retreat"
../data/chatheads/241.png,"Aubury: Human, male, a beard, glasses, found in Varrock"
../data/chatheads/242.png,"Auctioneer: Vampyre, male, a goatee, a mask, found in West Darkmeyer"
../data/chatheads/243.png,"Audmann: Dwarf, male, a beard, found in Keldagrim"
../data/chatheads/244.png,"Auguste: Human, male, found in Entrana"
../data/chatheads/245.png,"Aurel: Human, male, a beard, brown hair, found in Burgh de Rott"
../data/chatheads/246.png,"Aurelia: Human, female, brown hair, glasses, found in Civitas illa Fortis"
../data/chatheads/247.png,"Austri: Dwarf, male, a beard, found in Taverley"
../data/chatheads/249.png,"Ava: Human, female, a goatee, glasses, found in Draynor Manor"
../data/chatheads/250.png,"Ava: Human, female, brown hair, glasses, found in Civitas illa Fortis"
../data/chatheads/254.png,"Aven: Human, female, unnatural hair, a cape, found in Body Altar"
../data/chatheads/255.png,"Avinia: Human, female, black hair, found in Stonecutter Outpost"
../data/chatheads/256.png,"Awowogei: Monkey, male, glasses, found in Lumbridge Castle ground floor [ UK ] 1 st floor [ US ]"
../data/chatheads/257.png,"Awowogei: Monkey, male, glasses, found in Lumbridge Castle ground floor [ UK ] 1 st floor [ US ]"
../data/chatheads/258.png,"Awusah the Mayor: Human, male, a beard, glasses, found in Nardah"
../data/chatheads/259.png,"Aya: Human, female, blonde hair, found in Burthorpe"
../data/chatheads/260.png,"Ayesha: Human, female, glasses, found in Al Kharid"
../data/chatheads/261.png,"Azzanadra: Mahjarrat, male, a goatee, a mask, a cape, found in Ancient Pyramid"
../data/chatheads/263.png,"Baba Yaga: Human, female, a hat, glasses, found in Lunar Isle"
../data/chatheads/264.png,"Baby Chinchompa: Chinchompa, a goatee, a helmet, glasses, found in Hunting chinchompas"
../data/chatheads/267.png,"Baby Mole: Mole, a beard, a helmet, glasses, found in Giant Mole"
../data/chatheads/271.png,"Bailey: Human, male, a beard, found in Fishing Platform , 1 st floor [ UK ] 2 nd floor [ US ] in a room"
../data/chatheads/272.png,"Baker: Human, male, a goatee, a helmet, found in Ardougne Market"
../data/chatheads/273.png,"Baker: Human, a helmet, glasses, found in Bazaar"
../data/chatheads/274.png,"Bakuna: Basilisk, a beard, a helmet, glasses, found in Island of Stone"
../data/chatheads/276.png,"Ball boy: Gnome, male, a beard, a hood, found in Al Kharid , Brimhaven , Catherby beach"
../data/chatheads/280.png,"Guard: Human, male, a beard, a helmet, glasses, found in Varrock"
../data/chatheads/281.png,"Bandit: Human, male, a beard, a helmet, glasses, found in The Big Heist Lodge"
../data/chatheads/282.png,"Bandit Leader: Human, male, a beard, found in Pollnivneach"
../data/chatheads/283.png,"Bandit shopkeeper: Human, male, a helmet, glasses, found in Khadarian Bandit Camp"
../data/chatheads/284.png,"Banisoch: Human, female, a mask, found in West of Tai Bwo Wannai"
../data/chatheads/285.png,"Bank buffalo: Buffalo, a goatee, a mask, found in Hunter Guild"
../data/chatheads/286.png,"Bank guard: Human, male, found in Draynor Village"
../data/chatheads/287.png,"Banker: Human, male, found in Bank"
../data/chatheads/288.png,"Banker: Human, male, glasses, found in Al Kharid"
../data/chatheads/289.png,"Banker: Human, male, a goatee, a hat, found in Arceuus"
../data/chatheads/290.png,"Banker: Human, female, glasses, found in Auburnvale"
../data/chatheads/291.png,"Banker: Human, a goatee, glasses, found in Bank boat"
../data/chatheads/292.png,"Banker: Dwarf, male, a beard, found in Cam Torum"
../data/chatheads/293.png,"Banker: Werewolf, male, found in Canifis"
../data/chatheads/294.png,"Banker: Human, male, glasses, found in Civitas illa Fortis"
../data/chatheads/295.png,"Banker: Human, male, a goatee, a helmet, glasses, found in Clan Hall"
../data/chatheads/296.png,"Banker: Vampyre, female, glasses, found in Darkmeyer"
../data/chatheads/297.png,"Banker: Dorgeshuun, male, a mask, glasses, found in Dorgesh-Kaan"
../data/chatheads/298.png,"Banker: Human, male, found in Draynor Village"
../data/chatheads/299.png,"Banker: Human, male, a goatee, found in Etceteria"
../data/chatheads/300.png,"Banker: Human, female, brown hair, found in Farming Guild"
../data/chatheads/301.png,"Banker: Human, male, a beard, a helmet, glasses, found in Ferox Enclave"
../data/chatheads/302.png,"Banker: Human, male, glasses, found in Hosidius"
../data/chatheads/303.png,"Banker: Imcando dwarf, a mustache, found in Hunter Guild"
../data/chatheads/304.png,"Banker: Dwarf, female, found in Keldagrim"
../data/chatheads/305.png,"Banker: Elf, male, a beard, found in Lletya"
../data/chatheads/306.png,"Banker: Dwarf, female, glasses, found in Lovakengj"
../data/chatheads/307.png,"Banker: Dwarf, male, a beard, a helmet, found in Mistrock"
../data/chatheads/308.png,"Banker: Human, male, a helmet, glasses, found in Mos Le'Harmless"
../data/chatheads/309.png,"Banker: Human, female, a helmet, glasses, found in Port Piscarilius"
../data/chatheads/310.png,"Banker: Elf, male, a beard, found in Prifddinas"
../data/chatheads/311.png,"Banker: Human, male, glasses, found in Quetzacalli Gorge"
../data/chatheads/312.png,"Banker: Human, male, a beard, glasses, found in Shayzien"
../data/chatheads/313.png,"Banker: Human, male, glasses, found in Shilo Village"
../data/chatheads/314.png,"Banker: Human, male, a goatee, glasses, found in Sophanem"
../data/chatheads/315.png,"Banker: Human, female, glasses, found in Tal Teklan"
../data/chatheads/316.png,"Banker: Tortugan, a helmet, glasses, found in The Summer Shore"
../data/chatheads/317.png,"Banker: Human, male, found in Tutorial Island"
../data/chatheads/318.png,"Banker: Human, male, glasses, found in Varrock"
../data/chatheads/319.png,"Banker: Vampyre, female, glasses, found in Ver Sinhaza"
../data/chatheads/320.png,"Banker: Fairy, female, found in Zanaris"
../data/chatheads/321.png,"Banker tutor: Human, female, brown hair, glasses, found in Lumbridge Castle ( 2 nd floor [ UK ] 3 rd floor [ US ] bank)"
../data/chatheads/322.png,"Banknote Exchange Merchant: Human, male, a beard, found in Pollnivneach"
../data/chatheads/323.png,"Baraek: Human, male, a beard, found in Varrock Square"
../data/chatheads/324.png,"Barb: Human, female, a goatee, unnatural hair, glasses"
../data/chatheads/326.png,"Barbara: Human, female, found in Hosidius"
../data/chatheads/327.png,"Barbarian: Human, female, brown hair, glasses, found in Varrock"
../data/chatheads/328.png,"Barbarian: Human, brown hair, glasses, found in Blue Moon Inn"
../data/chatheads/329.png,"Barbarian bartender: Human, male, a beard, brown hair, a hat, glasses, found in The Nutcracker"
../data/chatheads/330.png,"Barbarian guard: Human, male, a goatee, a mask, glasses, found in Barbarian Outpost"
../data/chatheads/331.png,"Bard: Human, female, red hair, found in East of Ralos' Rise"
../data/chatheads/332.png,"Bardur: Human, male, a beard, a helmet, glasses, found in Waterbirth Island Dungeon"
../data/chatheads/333.png,"Barfy Bill: Human, male, a beard, brown hair, found in Lumbridge"
../data/chatheads/334.png,"Barge foreman: Human, male, glasses, found in Digsite barge"
../data/chatheads/335.png,"Barge guard: Human, male, brown hair, a hat, glasses, found in Digsite barge"
../data/chatheads/336.png,"Barge workman: Human, male, glasses, found in Digsite barge"
../data/chatheads/337.png,"Barker: Werewolf, male, a goatee, red hair, a helmet, found in Canifis"
../data/chatheads/338.png,"Barlak: Dorgeshuun, male, a hat, glasses, found in Dorgesh-Kaan"
../data/chatheads/339.png,"Barmaid: Dwarf, female, found in Keldagrim east"
../data/chatheads/340.png,"Barmaid: Human, female, found in Falador"
../data/chatheads/341.png,"Barman: Gnome, male, found in • The 1 st floor [ UK ] 2 nd floor [ US ] of the Grand Tree . • East of the Gnomeball Field"
../data/chatheads/342.png,"Barman: Dwarf, male, a beard, glasses, found in West Keldagrim"
../data/chatheads/343.png,"Barman: Human, male, a goatee, a hat, found in Rat Pits in • Port Sarim • Varrock"
../data/chatheads/345.png,"Barnabus Hurma: Human, male, glasses, found in Varrock Museum"
../data/chatheads/346.png,"Baron: Demon, a goatee, a mask, found in Duke Sucellus"
../data/chatheads/348.png,"Bartak: Dorgeshuun, male, a mask, glasses, found in Dorgesh-Kaan"
../data/chatheads/349.png,"Bartender: Rabbit, a crown, glasses, found in Western Bunbridge"
../data/chatheads/350.png,"Bartender: Human, a beard, found in Blue Moon Inn"
../data/chatheads/351.png,"Bartender: Human, female, brown hair, found in Outer Fortis"
../data/chatheads/352.png,"Bartender: Human, male, brown hair, glasses, found in Auburn Pub"
../data/chatheads/353.png,"Bartender: Human, male, a beard, found in Varrock"
../data/chatheads/354.png,"Bartender: Human, male, a mustache, found in Varrock"
../data/chatheads/355.png,"Bartender: Human, male, a goatee, a helmet, glasses, found in Brimhaven"
../data/chatheads/356.png,"Bartender: Human, male, a beard, found in Yanille"
../data/chatheads/357.png,"Bartender: Human, male, a beard, brown hair, glasses, found in East Ardougne"
../data/chatheads/358.png,"Bartender: Human, male, a beard, brown hair, glasses, found in Seers' Village"
../data/chatheads/359.png,"Bartender: Human, male, a beard, glasses, found in North-east of Varrock , nearly in Wilderness"
../data/chatheads/360.png,"Bartender: Human, male, glasses, found in Nemus Retreat"
../data/chatheads/361.png,"Bartender: Human, male, a beard, found in ? (edit)"
